Y1,Y2,C2_transformed,C31_transformed,C61_transformed,L5_transformed
1.000,1.000,1.000,1.000,-0.652,0.391
0.000,0.000,1.000,1.000,0.386,0.034
1.000,1.000,1.000,0.000,-0.652,-0.761
1.000,1.000,1.000,0.000,-0.652,0.209
1.000,0.000,1.000,0.000,-0.652,2.463
1.000,1.000,1.000,0.000,-0.652,1.158
0.000,1.000,1.000,1.000,2.116,-1.689
0.000,1.000,0.000,1.000,0.559,-0.553
0.000,1.000,1.000,1.000,-0.652,0.080
0.000,1.000,1.000,0.000,-0.652,-1.042
0.000,1.000,1.000,0.000,1.164,-0.402
1.000,0.000,1.000,0.000,-0.652,-0.269
1.000,0.000,1.000,0.000,-0.652,1.618
1.000,1.000,1.000,1.000,-0.652,-1.346
0.000,1.000,1.000,1.000,-0.652,1.037
0.000,1.000,1.000,1.000,2.461,-1.589
1.000,0.000,1.000,1.000,-0.652,-0.625
0.000,1.000,1.000,1.000,1.642,-0.716
1.000,1.000,1.000,1.000,-0.652,-0.281
1.000,1.000,1.000,0.000,-0.652,-1.154
1.000,1.000,1.000,1.000,-0.652,0.790
1.000,0.000,1.000,0.000,-0.652,0.880
0.000,0.000,1.000,0.000,1.424,-1.034
0.000,0.000,0.000,1.000,-0.652,-1.294
0.000,1.000,0.000,1.000,-0.652,-1.383
1.000,0.000,1.000,0.000,-0.652,-0.069
1.000,1.000,1.000,1.000,-0.652,0.195
1.000,1.000,1.000,1.000,-0.652,2.463
1.000,1.000,1.000,1.000,-0.652,-0.152
0.000,1.000,1.000,0.000,0.386,-0.189
0.000,1.000,1.000,1.000,0.134,-0.736
1.000,0.000,1.000,0.000,-0.652,2.463
0.000,1.000,1.000,1.000,1.285,0.058
1.000,1.000,1.000,0.000,-0.652,0.415
1.000,0.000,1.000,0.000,-0.652,-1.258
0.000,1.000,1.000,0.000,-0.020,-0.494
1.000,1.000,1.000,0.000,-0.652,-0.507
0.000,1.000,1.000,0.000,1.285,-0.319
1.000,0.000,1.000,0.000,-0.652,1.618
1.000,0.000,1.000,1.000,-0.652,2.463
1.000,0.000,1.000,0.000,-0.652,2.403
1.000,0.000,1.000,1.000,-0.652,1.242
0.000,1.000,1.000,0.000,1.285,-0.217
0.000,1.000,1.000,0.000,1.583,-0.863
0.000,1.000,1.000,0.000,2.677,1.602
0.000,1.000,1.000,0.000,-0.652,-0.596
1.000,0.000,1.000,0.000,-0.652,-0.452
0.000,1.000,1.000,1.000,-0.652,-1.329
1.000,0.000,1.000,0.000,-0.652,-0.449
0.000,1.000,1.000,1.000,2.072,-0.369
0.000,1.000,1.000,1.000,1.164,0.149
1.000,0.000,1.000,1.000,-0.652,1.466
0.000,0.000,1.000,1.000,0.710,-0.122
1.000,1.000,1.000,1.000,-0.652,-0.854
1.000,1.000,1.000,1.000,-0.652,-1.307
0.000,1.000,0.000,1.000,0.113,0.880
0.000,1.000,1.000,1.000,-0.652,0.758
1.000,1.000,1.000,0.000,-0.652,0.835
0.000,1.000,1.000,1.000,-0.652,-1.148
1.000,1.000,0.000,1.000,-0.652,-0.040
1.000,1.000,1.000,0.000,-0.652,-1.652
0.000,0.000,1.000,0.000,1.003,-0.198
0.000,1.000,0.000,0.000,-0.652,-1.008
1.000,1.000,1.000,1.000,-0.652,0.258
0.000,1.000,1.000,0.000,2.677,-1.143
0.000,0.000,1.000,0.000,-0.652,0.014
1.000,1.000,1.000,0.000,-0.652,2.312
0.000,1.000,0.000,1.000,-0.652,-1.521
0.000,1.000,0.000,1.000,2.072,0.225
1.000,1.000,1.000,0.000,-0.652,-0.312
1.000,1.000,1.000,0.000,-0.652,1.733
1.000,0.000,1.000,0.000,-0.652,0.340
0.000,1.000,1.000,1.000,-0.652,-1.545
0.000,1.000,1.000,0.000,0.386,0.985
1.000,1.000,1.000,0.000,-0.652,-0.856
1.000,1.000,1.000,0.000,-0.652,0.002
0.000,1.000,1.000,1.000,2.254,0.225
1.000,0.000,1.000,1.000,-0.652,0.563
0.000,1.000,1.000,1.000,0.317,-0.266
0.000,1.000,1.000,0.000,-0.652,-0.205
1.000,1.000,1.000,0.000,-0.652,-1.092
1.000,0.000,1.000,0.000,-0.652,1.662
0.000,1.000,1.000,1.000,0.801,0.086
1.000,0.000,1.000,1.000,-0.652,-0.551
0.000,1.000,1.000,1.000,0.362,-0.811
0.000,1.000,1.000,1.000,1.285,-1.648
0.000,1.000,1.000,0.000,-0.652,-0.382
1.000,1.000,0.000,1.000,-0.652,0.536
1.000,1.000,0.000,1.000,-0.652,-0.363
1.000,0.000,1.000,1.000,-0.652,0.156
0.000,0.000,1.000,1.000,0.229,-0.892
1.000,0.000,0.000,1.000,-0.652,1.807
0.000,1.000,1.000,1.000,1.285,0.132
1.000,0.000,1.000,0.000,-0.652,0.318
0.000,1.000,1.000,1.000,1.092,-1.398
0.000,0.000,1.000,1.000,-0.093,-0.388
0.000,1.000,0.000,0.000,-0.652,-0.526
1.000,0.000,1.000,1.000,-0.652,1.012
0.000,0.000,1.000,1.000,-0.167,1.016
1.000,0.000,1.000,0.000,-0.652,0.655
1.000,0.000,1.000,0.000,-0.652,2.463
0.000,1.000,1.000,1.000,0.256,-0.595
0.000,1.000,1.000,0.000,0.256,-0.615
0.000,1.000,0.000,0.000,-0.652,0.364
1.000,0.000,1.000,1.000,-0.652,0.669
0.000,0.000,1.000,1.000,0.594,0.383
1.000,1.000,0.000,0.000,-0.652,-0.117
1.000,1.000,1.000,0.000,-0.652,1.920
0.000,1.000,1.000,0.000,1.285,-1.140
1.000,1.000,1.000,0.000,-0.652,1.675
1.000,1.000,1.000,0.000,-0.652,0.482
0.000,0.000,0.000,1.000,1.009,0.436
0.000,1.000,1.000,0.000,2.677,-0.897
0.000,1.000,0.000,0.000,-0.652,-0.920
1.000,1.000,1.000,1.000,-0.652,-0.113
1.000,1.000,1.000,1.000,-0.652,-0.278
0.000,1.000,1.000,0.000,2.254,-0.375
1.000,1.000,1.000,0.000,-0.652,0.067
0.000,0.000,0.000,1.000,-0.652,0.037
0.000,0.000,1.000,1.000,2.072,-1.330
0.000,0.000,1.000,1.000,0.317,-0.041
